track_id,class,avg_kmph,max_kmph,min_kmph,first_frame,last_frame,snapshots
78,car,17.86044653248653,75.08216867541874,0.0,1406,1552,overspeed_snapshots\overspeed_ID78_F1407.jpg;overspeed_snapshots\overspeed_ID78_F1408.jpg;overspeed_snapshots\overspeed_ID78_F1409.jpg;overspeed_snapshots\overspeed_ID78_F1410.jpg;overspeed_snapshots\overspeed_ID78_F1411.jpg;overspeed_snapshots\overspeed_ID78_F1412.jpg;overspeed_snapshots\overspeed_ID78_F1413.jpg;overspeed_snapshots\overspeed_ID78_F1414.jpg;overspeed_snapshots\overspeed_ID78_F1415.jpg;overspeed_snapshots\overspeed_ID78_F1416.jpg;overspeed_snapshots\overspeed_ID78_F1417.jpg;overspeed_snapshots\overspeed_ID78_F1418.jpg;overspeed_snapshots\overspeed_ID78_F1419.jpg;overspeed_snapshots\overspeed_ID78_F1420.jpg;overspeed_snapshots\overspeed_ID78_F1421.jpg;overspeed_snapshots\overspeed_ID78_F1422.jpg;overspeed_snapshots\overspeed_ID78_F1423.jpg;overspeed_snapshots\overspeed_ID78_F1425.jpg;overspeed_snapshots\overspeed_ID78_F1427.jpg
81,car,31.848721593489447,51.23208925705752,23.12902429777701,1455,1462,overspeed_snapshots\overspeed_ID81_F1461.jpg;overspeed_snapshots\overspeed_ID81_F1462.jpg
82,car,0.0,0.0,0.0,1492,1492,
83,truck,26.20464795176368,47.144766165371095,13.04107968424608,1464,1516,overspeed_snapshots\overspeed_ID83_F1465.jpg;overspeed_snapshots\overspeed_ID83_F1466.jpg;overspeed_snapshots\overspeed_ID83_F1467.jpg;overspeed_snapshots\overspeed_ID83_F1472.jpg
84,car,2.438204660113876,6.708210329947271,0.0,1474,1525,
86,car,2.3690391100377366,4.242644733220602,0.0,1507,1510,
88,car,27.453395926699343,49.34910305596846,5.73633529354515,1519,1582,overspeed_snapshots\overspeed_ID88_F1525.jpg;overspeed_snapshots\overspeed_ID88_F1526.jpg;overspeed_snapshots\overspeed_ID88_F1527.jpg;overspeed_snapshots\overspeed_ID88_F1528.jpg;overspeed_snapshots\overspeed_ID88_F1529.jpg;overspeed_snapshots\overspeed_ID88_F1530.jpg;overspeed_snapshots\overspeed_ID88_F1531.jpg;overspeed_snapshots\overspeed_ID88_F1532.jpg;overspeed_snapshots\overspeed_ID88_F1533.jpg;overspeed_snapshots\overspeed_ID88_F1534.jpg
89,car,9.303347754253627,16.053254517751355,2.5653671316196336,1519,1580,
90,car,1.9454534966271912,4.267623911396887,0.0,1541,1582,
91,car,0.0,0.0,0.0,1543,1543,
